language	concept	value
Baihong	song	-
Hani	song	-
Nosu	song	-
Samei	song	-
Nisu	song	ko 33
Biyue	song	go55
Kucong	song	-
Nusu	song	-
Jinghpo	song	mahkon
Lahu Shi	song	kɔ33 tshAŋ35
Lahu Na	song	-
Zaozou	song	tɕi 31 tɕa~ 33
Jinuo	song	-
Naxi	song	-
Zaiwa	song	ma` 21 khon 55
Mandarin	sour	suan1
Nasu	sour	tʂe 33
Lisu	sour	tʃɯ 44
Baihong	sour	tɕe55
Hani	sour	qeil
Nosu	sour	ji
Samei	sour	dʑi
Nisu	sour	tɕiɛ 55
Biyue	sour	dzɤ55
Kucong	sour	ɟɛ
Nusu	sour	gja
Jinghpo	sour	hkri
Lahu Shi	sour	tɕi33
Lahu Na	sour	ci
Zaozou	sour	tɕa 55
Jinuo	sour	a tʃhɨ
Naxi	sour	tɕi31
Zaiwa	sour	tʃi_n 51
Mandarin	speak	shuo hua14
Nasu	speak	he 21
Lisu	speak	the 44
Baihong	speak	e55
Hani	speak	doq gee
Nosu	speak	-
Samei	speak	khi nɔ
Nisu	speak	bi_ɛ_ 33
Biyue	speak	mi31
Kucong	speak	do çjә
Nusu	speak	du jɛ
Jinghpo	speak	shaga
Lahu Shi	speak	zɔ33
Lahu Na	speak	tawd yaw
Zaozou	speak	u 31 xua 42
Jinuo	speak	pɹær mә
Naxi	speak	-
Zaiwa	speak	tai 21
Mandarin	spicy	la4
Nasu	spicy	phɚ 21
Lisu	spicy	ba 44
Baihong	spicy	pi55
Hani	spicy	cil
Nosu	spicy	kepy
Samei	spicy	ɕi
Nisu	spicy	ʐA 55
Biyue	spicy	pi55
Kucong	spicy	phjɛ
Nusu	spicy	prә
Jinghpo	spicy	jap
Lahu Shi	spicy	phA55
Lahu Na	spicy	phie
Zaozou	spicy	phe~ 31
Jinuo	spicy	a phi
Naxi	spicy	-
Zaiwa	spicy	phjik 55
Mandarin	spider	zhi zhu11
Nasu	spider	a 21 ɲɔ 21
Lisu	spider	niɛ 55 ma 44
Baihong	spider	a55 kɯ31 le55 sɤ55
Hani	spider	byuq zuq
Nosu	spider	bbunyipmop
Samei	spider	-
Nisu	spider	bE 55 nɛ_ 21 mo 21
Biyue	spider	dɤ31 gɤ55 lɤ55 mo33
Kucong	spider	a ga la bu
Nusu	spider	a tʂa bo
Jinghpo	spider	ndigram
Lahu Shi	spider	tsA35 gɔ33 lɔ53
Lahu Na	spider	na gaq pief
Zaozou	spider	mi 33 ka~ 35 khu 42 o~ 33
Jinuo	spider	thɕi tʃo pa tʃo
Naxi	spider	tʂwa m. la ma
Zaiwa	spider	la 55 kaŋ 21
Mandarin	spit, to	ou tu34
Nasu	spit, to	phi_ 55
Lisu	spit, to	phe 42
Baihong	spit, to	o31 pje31
Hani	spit, to	peivq
Nosu	spit, to	njie
Samei	spit, to	kho
Nisu	spit, to	phi_ 21
Biyue	spit, to	pi33 dv.33
Kucong	spit, to	phe
Nusu	spit, to	di pjy
Jinghpo	spit, to	madon
Lahu Shi	spit, to	phi 21
Lahu Na	spit, to	pher
Zaozou	spit, to	pha 42
Jinuo	spit, to	phɯ to
Naxi	spit, to	ji phy55
Zaiwa	spit, to	phat 55
Mandarin	saliva	ko shui33
Nasu	saliva	ɔ 21 ʑi 21
Lisu	saliva	mɯ 31 ɣɯ 33
Baihong	saliva	u55 tsa55
Hani	saliva	eelju
Nosu	saliva	zypvyt
Samei	saliva	a ʐ. (ʑi?)
Nisu	saliva	ʔiɛ 21 zɨ 21
Biyue	saliva	ɣɤ55 dzɔ33
Kucong	saliva	mɯ ɯ
Nusu	saliva	di
Jinghpo	saliva	hkumbai
Lahu Shi	saliva	mo53 ɣɯ31
Lahu Na	saliva	ciq xeud
Zaozou	saliva	tæ 44 lɯ 31
Jinuo	saliva	phi khɔ
Naxi	saliva	tɕi55
Zaiwa	saliva	tʃi_ 21
Mandarin	squeeze	ya zha14
Nasu	squeeze	-
Lisu	squeeze	-
Baihong	squeeze	ja (ʒa?)31 be31
Hani	squeeze	deiq
Nosu	squeeze	vut
Samei	squeeze	dzɤ
Nisu	squeeze	-
Biyue	squeeze	-
Kucong	squeeze	ɲi
Nusu	squeeze	tɕɔ (tɕa?)
Jinghpo	squeeze	dip sha
Lahu Shi	squeeze	-
Lahu Na	squeeze	niq
Zaozou	squeeze	-
Jinuo	squeeze	zɨ
Naxi	squeeze	nәr
Zaiwa	squeeze	-
Mandarin	stand up	zhan4
Nasu	stand up	he_ 55
Lisu	stand up	he 42
Baihong	stand up	ke31 tʊ55
Hani	stand up	xovq
Nosu	stand up	hxit
Samei	stand up	hɯ dæ
Nisu	stand up	xɤ_ 21
Biyue	stand up	tv.55
Kucong	stand up	ɟa du
Nusu	stand up	do
Jinghpo	stand up	tsap
Lahu Shi	stand up	fu35
Lahu Na	stand up	tu* huq
Zaozou	stand up	la 42
Jinuo	stand up	hæ (= zhan); tɯ tho (= zhan qi lai)
Naxi	stand up	gә hy
Zaiwa	stand up	jap 21
Mandarin	star	xing xing11
Nasu	star	tɕo, 33
Lisu	star	ko 44 ma 44 se 33
Baihong	star	a55 gɯ55
Hani	star	aq geel siq
Nosu	star	mujy
Samei	star	gy lɔ
Nisu	star	tsE 55
Biyue	star	mi31 dʑi55
Kucong	star	mɔ gɯ
Nusu	star	dʐɨ ɕi lA (lɔ?)
Jinghpo	star	shagan
Lahu Shi	star	mo53 kɤ31
Lahu Na	star	meor keo
Zaozou	star	ki 55 læ 31
Jinuo	star	pʊ khe
Naxi	star	kɯ31
Zaiwa	star	kji_ 51
Mandarin	steal	tou1
Nasu	steal	khɯ 33
Lisu	steal	khu 31
Baihong	steal	xwe31
Hani	steal	hyuq
Nosu	steal	ku
Samei	steal	khaur
Nisu	steal	khɯ 33
Biyue	steal	dɕi31
Kucong	steal	qho
Nusu	steal	khɯ
Jinghpo	steal	lagu
Lahu Shi	steal	qhɔ53
Lahu Na	steal	qhawd
Zaozou	steal	khɯ 31
Jinuo	steal	khy
Naxi	steal	khv.33
Zaiwa	steal	khau 21
Mandarin	stink	chou4
Nasu	stink	tʂɨ 55 be 55 ne 33
Lisu	stink	tʃhɨ 31 nu 33
Baihong	stink	be31 nu55
Hani	stink	buvq
Nosu	stink	chypni
Samei	stink	tɕɔ
Nisu	stink	tʂhɨ 21
Biyue	stink	bv.31
Kucong	stink	ɟɛ nu
Nusu	stink	ɲɛ
Jinghpo	stink	hpu
Lahu Shi	stink	kɯ55 nu31
Lahu Na	stink	nul
Zaozou	stink	tɕiæ 31 no 33
Jinuo	stink	a ne
Naxi	stink	jʊ jʊ (possibly switched with rotten)
Zaiwa	stink	nam 51
Mandarin	stomach	wei4
Nasu	stomach	hi_ 55
Lisu	stomach	he 31 ma 44
Baihong	stomach	bo31 ma55
Hani	stomach	bao ma
Nosu	stomach	hxit
Samei	stomach	-
Nisu	stomach	xi_ 21 mo 21
Biyue	stomach	v.53 mo33
Kucong	stomach	a fɯ
Nusu	stomach	jɛ
Jinghpo	stomach	kan
Lahu Shi	stomach	vei35
Lahu Na	stomach	awl qie*
Zaozou	stomach	ʔi~ 33 læ 31
Jinuo	stomach	v. mɔ
Naxi	stomach	xu55
Zaiwa	stomach	khji 21 pham 21
Mandarin	stone	shi tou20
Nasu	stone	lo_ 21
Lisu	stone	lo 44 tshɨ 35
Baihong	stone	xa55 lʊ55
Hani	stone	haq luv
Nosu	stone	lurmat
Samei	stone	no ma
Nisu	stone	lu_ 33
Biyue	stone	lv.33 mɔ33
Kucong	stone	xa çi
Nusu	stone	lu lA
Jinghpo	stone	nlung
Lahu Shi	stone	xɛ54 mɛ54 qu33
Lahu Na	stone	haq peu
Zaozou	stone	la 42 læ 31
Jinuo	stone	lo mo
Naxi	stone	ji lv.33 pa33
Zaiwa	stone	lu`? 21 kok 21
Mandarin	straight	zhi2
Nasu	straight	tu 21
Lisu	straight	dʒo 31
Baihong	straight	-
Hani	straight	gaol ssiq nei
Nosu	straight	-
Samei	straight	dzo
Nisu	straight	tu 21
Biyue	straight	dʒɨ35
Kucong	straight	çjɔ
Nusu	straight	-
Jinghpo	straight	ding
Lahu Shi	straight	the55 lA33
Lahu Na	straight	thed
Zaozou	straight	tu 35
Jinuo	straight	a thɒ
Naxi	straight	-
Zaiwa	straight	sɯ 31 tu 55
Mandarin	strong	qiang zhuang31
Nasu	strong	tshu 33 pɤ 21
Lisu	strong	ko 33 de 31 dʒi 33
Baihong	strong	ɣa (a?)31 xa55 v.55
Hani	strong	daovq siq nei
Nosu	strong	gurdur
Samei	strong	lә
Nisu	strong	xɯ 21
Biyue	strong	go31 ka33
Kucong	strong	a ɣa na
Nusu	strong	tɕi gә gje
Jinghpo	strong	bong
Lahu Shi	strong	ɤ31 dzAŋ53
Lahu Na	strong	ta (= shenti hao)
Zaozou	strong	ʔo 31 ʑi 31
Jinuo	strong	ji kha mɯ
Naxi	strong	ga ji
Zaiwa	strong	phiŋ 55
Mandarin	summer	xia4 tian1
Nasu	summer	ʂe 33
Lisu	summer	tsha 44 tsɨ 55
Baihong	summer	wo (ɣo)55 dʊ31 ba31 la31
Hani	summer	aoq laol ba la
Nosu	summer	mushe tejjyp
Samei	summer	tswɔ dʐɨ
Nisu	summer	ɕiɛ 55
Biyue	summer	ɕa 213
Kucong	summer	ʝɛ ɣo
Nusu	summer	tsɤ ɬɔ
Jinghpo	summer	n lum ta
Lahu Shi	summer	xɔ33 thA53
Lahu Na	summer	mud yel yad
Zaozou	summer	tshɨ 33 ɣɔ 33
Jinuo	summer	ɬo khe (khje? cf. winter)
Naxi	summer	mɯ33 ʐu31
Zaiwa	summer	tsan 51 nam 55
Mandarin	sun	tai yang42
Nasu	sun	ɲi 21 ji 21
Lisu	sun	mi 31 mi 33
Baihong	sun	nɯ55 ma31
Hani	sun	naol ma
Nosu	sun	hxobbu
Samei	sun	ә tsɔ
Nisu	sun	ni 21 jiɛ_ 21 mo 21
Biyue	sun	ɲi55 mo33
Kucong	sun	mɔ ni
Nusu	sun	ɲi
Jinghpo	sun	jan
Lahu Shi	sun	mo31 ni33
Lahu Na	sun	mud ni
Zaozou	sun	mɯ 35 læ 31
Jinuo	sun	ɲɔ
Naxi	sun	ɲi33 me33
Zaiwa	sun	pui 51
Mandarin	swallow	tun1
Nasu	swallow	lɤ 33 ndhɔ 33
Lisu	swallow	go 33 le 33
Baihong	swallow	-
Hani	swallow	-
Nosu	swallow	-
Samei	swallow	dʊ
Nisu	swallow	dA 21
Biyue	swallow	mv.33 gi33
Kucong	swallow	læ do
Nusu	swallow	hni
Jinghpo	swallow	maut
Lahu Shi	swallow	lɛ33 dɔ31
Lahu Na	swallow	-
Zaozou	swallow	ɲa 55
Jinuo	swallow	mjʊ
Naxi	swallow	-
Zaiwa	swallow	mji_ 51
Mandarin	swap	jiao huan14
Nasu	swap	-
Lisu	swap	-
Baihong	swap	pa55
Hani	swap	bavq pal
Nosu	swap	jjyxge
Samei	swap	bo (bɔ?)
Nisu	swap	-
Biyue	swap	-
Kucong	swap	the da
Nusu	swap	jɔ (jo?)
Jinghpo	swap	galai hkat
Lahu Shi	swap	-
Lahu Na	swap	pa dar
Zaozou	swap	-
Jinuo	swap	le
Naxi	swap	khæ khæ
Zaiwa	swap	-
Mandarin	sweat	han shui43
Nasu	sweat	ʂɨ 55
Lisu	sweat	tʃi 55 ʒi 33
Baihong	sweat	kɤ31 pʊ (pf.)55
Hani	sweat	kaoq piul
Nosu	sweat	gupma
Samei	sweat	ga
Nisu	sweat	tsɛ_ 21 zɨ 21
Biyue	sweat	dɕi31 dza55
Kucong	sweat	gɯ ɯ
Nusu	sweat	dʑyi
Jinghpo	sweat	salat
Lahu Shi	sweat	kɤ31
Lahu Na	sweat	keul
Zaozou	sweat	kæ 44
Jinuo	sweat	khi
Naxi	sweat	tsu55
Zaiwa	sweat	pui 51 pu 51
Mandarin	sweet	tian2
Nasu	sweet	tʂhɨ 33
Lisu	sweet	tʃhɨ 44
Baihong	sweet	tʃɨ55
Hani	sweet	qul
Nosu	sweet	qy
Samei	sweet	tʂɨ
Nisu	sweet	tʂhɨ 55
Biyue	sweet	tʃɨ55
Kucong	sweet	co
Nusu	sweet	kjɯ (khjɯ?)
Jinghpo	sweet	dui
Lahu Shi	sweet	tshɨ33
Lahu Na	sweet	chaw
Zaozou	sweet	tɕhɯ 33
Jinuo	sweet	a tʃhɨ
Naxi	sweet	tɕhi31
Zaiwa	sweet	tʃhui 21
Mandarin	swell	zhong3
Nasu	swell	phɤ_ 55
Lisu	swell	o~ 44
Baihong	swell	pʊ31
Hani	swell	puq
Nosu	swell	wop
Samei	swell	phy
Nisu	swell	phɤ_ 21
Biyue	swell	dzɨ33
Kucong	swell	phu
Nusu	swell	ʐɛ
Jinghpo	swell	bum
Lahu Shi	swell	phu 21
Lahu Na	swell	phor
Zaozou	swell	ɣo 31
Jinuo	swell	pɯ
Naxi	swell	u33
Zaiwa	swell	vam 21
Mandarin	swim	you yong22
Nasu	swim	ʑi 21 bu 21
Lisu	swim	e 33 bɯ 44 lu 44
Baihong	swim	ɯ55 bɯ31 bɯ31
Hani	swim	aq bul seil
Nosu	swim	yyxiy
Samei	swim	ʐ. le va
Nisu	swim	zɨ 21 tʂA 21 dE 33
Biyue	swim	o31 mo55 dzɨ31
Kucong	swim	mo læ læ
Nusu	swim	gu
Jinghpo	swim	hka hpungyot
Lahu Shi	swim	A55 kA54 xɛ~313
Lahu Na	swim	xeul luaid
Zaozou	swim	ka 31 tɕu 44
Jinuo	swim	i tʃhɔ tsɨ (i tʃhɔ=water)
Naxi	swim	nji31 ndʐәr33
Zaiwa	swim	vui 51 li 21 li 21
Mandarin	tail	wei ba30
Nasu	tail	mɔ 21 ʂu 33
Lisu	tail	mɯ 55
Baihong	tail	dɔ31 mi31
Hani	tail	daoq miq
Nosu	tail	pupshu
Samei	tail	ma
Nisu	tail	mE 33
Biyue	tail	do31 mi31
Kucong	tail	a mo da
Nusu	tail	xi(m?) ba
Jinghpo	tail	mai
Lahu Shi	tail	ɔ31 mɛ31 tu35
Lahu Na	tail	mief tu
Zaozou	tail	tɯ 55 ɲi 44 pa 44
Jinuo	tail	to mi
Naxi	tail	ma33
Zaiwa	tail	ʃo` 21 mji 21
Mandarin	tall (of stature)	gao1
Nasu	tall (of stature)	-
Lisu	tall (of stature)	-
Baihong	tall (of stature)	mɔ55
Hani	tall (of stature)	-
Nosu	tall (of stature)	-
Samei	tall (of stature)	a m.
Nisu	tall (of stature)	-
Biyue	tall (of stature)	-
Kucong	tall (of stature)	mɔ
Nusu	tall (of stature)	hmræ
Jinghpo	tall (of stature)	tso
Lahu Shi	tall (of stature)	-
Lahu Na	tall (of stature)	-
Zaozou	tall (of stature)	-
Jinuo	tall (of stature)	la mjʊ a
Naxi	tall (of stature)	-
Zaiwa	tall (of stature)	-
Mandarin	taste	chang2
Nasu	taste	-
Lisu	taste	-
Baihong	taste	dza55 f.31 f.55
Hani	taste	keelmil aol huhu
Nosu	taste	-
Samei	taste	dzɔ (= eat)
Nisu	taste	-
Biyue	taste	-
Kucong	taste	ɟa ŋo ni
Nusu	taste	dzo ʐu zɛ
Jinghpo	taste	chyim
Lahu Shi	taste	-
Lahu Na	taste	cad ha* ni*
Zaozou	taste	-
Jinuo	taste	tso te
Naxi	taste	-
Zaiwa	taste	-
Mandarin	ten	shi2
Nasu	ten	tshe 21
Lisu	ten	tshɨ 44
Baihong	ten	tse31
Hani	ten	ceil
Nosu	ten	ci
Samei	ten	tɕi
Nisu	ten	tʂhɤ 21
Biyue	ten	dzɤ55
Kucong	ten	ci
Nusu	ten	tse
Jinghpo	ten	shi
Lahu Shi	ten	ti31 tɕhi33
Lahu Na	ten	ted chi
Zaozou	ten	tshe 33
Jinuo	ten	tshә
Naxi	ten	tshe31
Zaiwa	ten	la` 21 tshe 51
Mandarin	that	na4
Nasu	that	ɣɯ 55
Lisu	that	go 33
Baihong	that	y55
Hani	that	tyul
Nosu	that	azzyx
Samei	that	-
Nisu	that	kɤ 55
Biyue	that	nɔ33
Kucong	that	çi
Nusu	that	ʐa (?)
Jinghpo	that	dai
Lahu Shi	that	ɔ53
Lahu Na	that	od
Zaozou	that	tɕio 55
Jinuo	that	ɤ
Naxi	that	a tʂɨ
Zaiwa	that	xie 51
Mandarin	there	na li40
Nasu	there	ɣɯ 55 mɔ 55
Lisu	there	a 33 li 33
Baihong	there	y55 ga55
Hani	there	tyulgei
Nosu	there	-
Samei	there	do ba
Nisu	there	kɤ 55 ni_ɛ_ 33
Biyue	there	nɔ33 dza55
Kucong	there	çi bo
Nusu	there	wra (?) dɯ
Jinghpo	there	dai ko
Lahu Shi	there	ɔ53 phɔ53
Lahu Na	there	od kal
Zaozou	there	xo 55 ka 44
Jinuo	there	u khә
Naxi	there	-
Zaiwa	there	xie 51 ma 55
Mandarin	thick	hou4
Nasu	thick	thu 33
Lisu	thick	thu 44
Baihong	thick	tʊ31
Hani	thick	tul
Nosu	thick	adu
Samei	thick	tau
Nisu	thick	thu 21
Biyue	thick	xeu55
Kucong	thick	tu
Nusu	thick	tʊ
Jinghpo	thick	htat
Lahu Shi	thick	thu33
Lahu Na	thick	thu
Zaozou	thick	thu 33
Jinuo	thick	a thu
Naxi	thick	la55
Zaiwa	thick	thu 51
Mandarin	thin [object]	bao2
Nasu	thin [object]	bo 33
Lisu	thin [object]	ba 31
Baihong	thin [object]	ba31
Hani	thin [object]	baq
Nosu	thin [object]	ixbbo
Samei	thin [object]	-
Nisu	thin [object]	bo 33
Biyue	thin [object]	bɔ35
Kucong	thin [object]	ba
Nusu	thin [object]	bwɔ
Jinghpo	thin [object]	hpa
Lahu Shi	thin [object]	pA55 thɛ55
Lahu Na	thin [object]	pad
Zaozou	thin [object]	pu 31
Jinuo	thin [object]	a phja
Naxi	thin [object]	mbe33
Zaiwa	thin [object]	ja_m 55
Mandarin	thin [person]	shou4
Nasu	thin [person]	dɚ 33
Lisu	thin [person]	tʃɯ 44
Baihong	thin [person]	go31
Hani	thin [person]	xeivq
Nosu	thin [person]	ggexiji
Samei	thin [person]	ou
Nisu	thin [person]	kɤ_ 33
Biyue	thin [person]	gi55
Kucong	thin [person]	go
Nusu	thin [person]	ʑa
Jinghpo	thin [person]	lasi
Lahu Shi	thin [person]	gɔ31
Lahu Na	thin [person]	cawq
Zaozou	thin [person]	kæ~ 33
Jinuo	thin [person]	a khju
Naxi	thin [person]	ndza33
Zaiwa	thin [person]	kji 55
Mandarin	thirsty	ke3
Nasu	thirsty	si_ 55
Lisu	thirsty	se 42
Baihong	thirsty	me31
Hani	thirsty	kaoq baoq gee
Nosu	thirsty	syt
Samei	thirsty	ʂɨ
Nisu	thirsty	sɨ_ 21
Biyue	thirsty	ʃɨ31
Kucong	thirsty	ɯ ga ʝɛ mɯ (xiang chi)
Nusu	thirsty	ɕjɔ
Jinghpo	thirsty	hpang gara
Lahu Shi	thirsty	ɕi35
Lahu Na	thirsty	shiq
Zaozou	thirsty	khɔ 31
Jinuo	thirsty	i tʃhɔ mɤ (i tʃhɔ = water; mɤ same as in hungry)
Naxi	thirsty	pv.31
Zaiwa	thirsty	vui 51 ʃit 55
Mandarin	this	zhe4
Nasu	this	tʂhɤ 33
Lisu	this	the 33
Baihong	this	xɤ31
Hani	this	xil
Nosu	this	cyx
Samei	this	i
Nisu	this	ʔi 55
Biyue	this	jɔ33
Kucong	this	cjo
Nusu	this	a kwʊ
Jinghpo	this	ndai
Lahu Shi	this	tɕhi33
Lahu Na	this	chi
Zaozou	this	ɣuo 35
Jinuo	this	xi
Naxi	this	tʂhɯ33
Zaiwa	this	xii 51
Mandarin	thorn	ci4
Nasu	thorn	dzɯ 55
Lisu	thorn	e 55 tʃhu 31
Baihong	thorn	a31 goŋ55
Hani	thorn	al gao
Nosu	thorn	mgut
Samei	thorn	ji go
Nisu	thorn	A 55 dʐɤ 21
Biyue	thorn	o31 gɤ33
Kucong	thorn	a cu
Nusu	thorn	dʐu
Jinghpo	thorn	ju
Lahu Shi	thorn	A35 tshu53
Lahu Na	thorn	i* chud
Zaozou	thorn	tsɨ 31 a 44
Jinuo	thorn	a kjo
Naxi	thorn	tɕhi33
Zaiwa	thorn	tsu 21
Mandarin	thread	xian4
Nasu	thread	tɕhɚ 21
Lisu	thread	tʃhɨ 44 za 31
Baihong	thread	sa31 kɯ55
Hani	thread	saqkaol
Nosu	thread	xi
Samei	thread	dzɔ ʂɨ
Nisu	thread	tʂhE 21 po_ 21
Biyue	thread	kɤ55 mi_33
Kucong	thread	gɯ khɔ
Nusu	thread	jɛ hmi
Jinghpo	thread	ri
Lahu Shi	thread	A33 vu 21 tsA313
Lahu Na	thread	khie
Zaozou	thread	khe~ 33
Jinuo	thread	a khɤ
Naxi	thread	khɯ31
Zaiwa	thread	khjiŋ 51
Mandarin	three	san1
Nasu	three	sa 33
Lisu	three	sa 44
Baihong	three	sɔ55
Hani	three	saol
Nosu	three	suo
Samei	three	sy
Nisu	three	ʂA 55
Biyue	three	ɕi55
Kucong	three	çæu
Nusu	three	sa
Jinghpo	three	masum
Lahu Shi	three	ɕɛ33 lɛ53
Lahu Na	three	shiet
Zaozou	three	sæ~ 31
Jinuo	three	sɨ
Naxi	three	sɯ31
Zaiwa	three	sum 21
Mandarin	throw	pao1
Nasu	throw	-
Lisu	throw	-
Baihong	throw	bje31
Hani	throw	zei
Nosu	throw	pao
Samei	throw	lɔ ji
Nisu	throw	-
Biyue	throw	-
Kucong	throw	ci ba
Nusu	throw	wa
Jinghpo	throw	gabai
Lahu Shi	throw	-
Lahu Na	throw	bal
Zaozou	throw	-
Jinuo	throw	wɒ tsʊ
Naxi	throw	dœ
Zaiwa	throw	-
Mandarin	thunder	lei dian24
Nasu	thunder	mu 33 kɯ 21
Lisu	thunder	mu 31 gu 31
Baihong	thunder	ɤ31 dʑi31
Hani	thunder	aoq miaovq ssol nei aoq jiq (aoqjiq = lei)
Nosu	thunder	muzyr
Samei	thunder	mә gә lә ә
Nisu	thunder	mu 33 tɯ 21
Biyue	thunder	dzv.31
Kucong	thunder	mɔ dɔ
Nusu	thunder	mɯ dʐɨ
Jinghpo	thunder	myihprap
Lahu Shi	thunder	mo53 tɔ31
Lahu Na	thunder	mud taw*
Zaozou	thunder	mɯ 31 pa 55
Jinuo	thunder	-
Naxi	thunder	mɯ33 ŋgv.33
Zaiwa	thunder	mau 21 mjiŋ 51
Mandarin	tie	jie2
Nasu	tie	-
Lisu	tie	-
Baihong	tie	dza31
Hani	tie	taoqsiq
Nosu	tie	tip
Samei	tie	dә khә
Nisu	tie	-
Biyue	tie	-
Kucong	tie	a thæ
Nusu	tie	tɔ (tao?)
Jinghpo	tie	makyit
Lahu Shi	tie	-
Lahu Na	tie	awl peu* thie*
Zaozou	tie	-
Jinuo	tie	thɯ
Naxi	tie	dʐœ dʐœ
Zaiwa	tie	-
Mandarin	tiger	lao hu33
Nasu	tiger	lo 55
Lisu	tiger	la 31 ma 44
Baihong	tiger	xa31 la31
Hani	tiger	haqlaq
Nosu	tiger	coxzze latmop
Samei	tiger	laɔ ma gu
Nisu	tiger	lo_ 21
Biyue	tiger	lo31 mi31
Kucong	tiger	la
Nusu	tiger	lo
Jinghpo	tiger	sharo
Lahu Shi	tiger	tsA31 mɛ33
Lahu Na	tiger	lad qhad peu
Zaozou	tiger	lou 31 ko~ 55
Jinuo	tiger	lɔ mɯ
Naxi	tiger	la33
Zaiwa	tiger	lo 21 mo 55
Mandarin	tongue	she tou20
Nasu	tongue	ɬo 33
Lisu	tongue	la 44 tʃhɯ 44
Baihong	tongue	mɛ31 la55
Hani	tongue	lal ma
Nosu	tongue	hxanie
Samei	tongue	lә bu (cf. neck)
Nisu	tongue	ɬo 55
Biyue	tongue	a31 la55
Kucong	tongue	xa gu
Nusu	tongue	hɬɔ
Jinghpo	tongue	shinglet
Lahu Shi	tongue	xA33 li53
Lahu Na	tongue	ha lie*
Zaozou	tongue	le 55 tæ 31
Jinuo	tongue	mɯ ɬɔ
Naxi	tongue	ɕi55
Zaiwa	tongue	ʃo 51
Mandarin	tooth	ya chi23
Nasu	tooth	d&o, 21
Lisu	tooth	sɨ 31 tʃhi 44
Baihong	tooth	sɤ31
Hani	tooth	seq
Nosu	tooth	rry
Samei	tooth	dzɤ
Nisu	tooth	dzE 21
Biyue	tooth	o31 dzɨ55
Kucong	tooth	ʝi
Nusu	tooth	i sœ
Jinghpo	tooth	wa
Lahu Shi	tooth	su 21
Lahu Na	tooth	cil
Zaozou	tooth	tɕyi 33 læ31
Jinuo	tooth	a tʃɨ
Naxi	tooth	xɯ33
Zaiwa	tooth	tsui 51
Mandarin	tree	shu4
Nasu	tree	si_ 33 dzɨ 33
Lisu	tree	sɨ 35 dzɨ 44
Baihong	tree	a55 bɔ55
Hani	tree	al bol
Nosu	tree	syrbbo
Samei	tree	ʂɨ go
Nisu	tree	sɨ_ 33
Biyue	tree	sɨ33 dzɨ55
Kucong	tree	çә ɟæ
Nusu	tree	si dzә
Jinghpo	tree	hpun
Lahu Shi	tree	sɨ54 tɕɛ31
Lahu Na	tree	sit
Zaozou	tree	sæ 42 tse~ 33
Jinuo	tree	a tsɨ
Naxi	tree	ndzәr31
Zaiwa	tree	sik 55
Mandarin	turtle	wu gui11
Nasu	turtle	-
Lisu	turtle	kɯ 35
Baihong	turtle	v. gwej
Hani	turtle	byuq qul byuq biol aq ma
Nosu	turtle	uoxba shaho
Samei	turtle	-
Nisu	turtle	bɤ 21 gɤ 21 mo 21
Biyue	turtle	v.33 gui33
Kucong	turtle	u gwej (wugui)
Nusu	turtle	u gwej
Jinghpo	turtle	taukok
Lahu Shi	turtle	-
Lahu Na	turtle	taof quq
Zaozou	turtle	tha~ 31 kyi 33 ɕi 31 o~ 33
Jinuo	turtle	pu pjɔ
Naxi	turtle	v. ɣwej
Zaiwa	turtle	ta_u 55 kop 21
Mandarin	two	er4
Nasu	two	ɲi 55
Lisu	two	ɲi 31
Baihong	two	ɲi31
Hani	two	niq
Nosu	two	nyip
Samei	two	ŋә
Nisu	two	ni 21
Biyue	two	ɲi31
Kucong	two	ɲi
Nusu	two	ʑɛ
Jinghpo	two	lahkong
Lahu Shi	two	ni53
Lahu Na	two	nid
Zaozou	two	næ 42
Jinuo	two	ɲi
Naxi	two	ɲi 13
Zaiwa	two	i 55
Mandarin	uncle (maternal)	jiu4
Nasu	uncle (maternal)	a 55 ɣɯ 33
Lisu	uncle (maternal)	a 44 vu 33
Baihong	uncle (maternal)	a31 we (ɣye?)55
Hani	uncle (maternal)	aq hhyu
Nosu	uncle (maternal)	-
Samei	uncle (maternal)	a vy
Nisu	uncle (maternal)	A 55 ɣɯ 55
Biyue	uncle (maternal)	a55 dʑv.55
Kucong	uncle (maternal)	dә dә
Nusu	uncle (maternal)	phɯ phɯ
Jinghpo	uncle (maternal)	tsa
Lahu Shi	uncle (maternal)	tA35 tɕiu35
Lahu Na	uncle (maternal)	aq phad
Zaozou	uncle (maternal)	a 33 tɕo 55
Jinuo	uncle (maternal)	a ky
Naxi	uncle (maternal)	-
Zaiwa	uncle (maternal)	a 55 tsa_ 21
Mandarin	undress	tuo1
Nasu	undress	lɯ_ 55
Lisu	undress	ʒɨ 55
Baihong	undress	le31
Hani	undress	leiv
Nosu	undress	ly
Samei	undress	lә
Nisu	undress	ɬɤ_ 33
Biyue	undress	lje33
Kucong	undress	ge
Nusu	undress	tSo
Jinghpo	undress	ro
Lahu Shi	undress	qɛ35 khA33
Lahu Na	undress	qiet
Zaozou	undress	khua 42
Jinuo	undress	-
Naxi	undress	phv.55
Zaiwa	undress	khjut 55
Mandarin	vagina	yin dao14
Nasu	vagina	pɚ 33
Lisu	vagina	to 55 bi 31
Baihong	vagina	a31 be31
Hani	vagina	-
